,Unnamed: 0,Unnamed: 0.1,username,content,total words per comment,frequency of large words per comment,Simpson,Sichel,Average sentence length per comment,Frequency of used punctuation per comment,Frequency of repeated occurrence of whitespace per comment,Number of grammar mistakes per comment,Uppercase word usage per comment,Ease reading for the content,Gunning Fog value for the content,Label
38,38,38,aaaaaaaaaaaaaaaasssssssssssssdddddddddd,"""Dazu noch schön auf elitärer Denkclub und stark Linke Zeit-Redaktion machen weil man ja eine rassistische Tat ""aufklären"" möchte und somit wird der eigene Rassismus dann überhaupt nicht mehr erkannt..."" Lesen Sie sich mal die Artikel aus der Feminismus-Ecke hier durch, inzwischen ist ja sogar das moderne Stadtbild zum Feminismus-Thema gemacht worden. Duschen gibt es auch nur wegen der komischen Hygienevorstellungen der Männer, die alles unterdrücken (https://www.zeit.de/zeit-mag…). Da wird teilweise ein Männerbild vermittelt, das echt nicht mehr feierlich ist. Wenn das andersrum wäre... Ich würde das aber nicht auf ""Links"" schieben, sondern auf Eigenschaften, auf die ich hier nicht weiter eingehe. Mit dem eigentlichen ""Links"" hat sowas nichts zu tun. Und jetzt geht's gegen die Gamer...",86,8,0.07122405404459377,0.007476635514018692,75.57142857142857,13,0,2,22,74.1,9.57,24
39,39,39,aaaaaaaaaaaaaaaasssssssssssssdddddddddd,"""Demonstranten in Deutschland, den USA, in Russland oder Hongkong....?"" Warum sollte das eine Rolle spielen? Information ist Information. Übrigens, in Hongkong regt man sich über ein Vermummungsverbot bei Demonstrationen auf, hier ist es längst Realität (https://www.tagesschau.de/au…). Letztendlich geben Sie mit jedem Datum über sich Informationen über sich preis, die Sie heute nicht abschätzen können. In meine Interpretation von einem Rechtsstaat und Demokratie passt das nicht! . ""Weil das eines der Grundprinzipien von Geheimdiensten ist:"" Das ist richtig, aber es muss ein Gegengewicht geben, das den Geheimdienst einschränkte. Das fehlt heutzutage!",60,11,0.06932461976069018,0.007263922518159807,68.0,12,0,4,18,49.0,14.17,24
40,40,40,aaaaaaaaaaaaaaaasssssssssssssdddddddddd,"""Der Generationenkonflikt musste jetzt auch noch reingepackt werden"" Ich würde da nicht unbedingt den Generationenkonflikt als Ursache sehen, es ist verständlich, dass viele alte Menschen keinen Blick für die Zukunft der jungen Generation haben. Es ist eher ein Versagen der Politik, welche sich um alle Bevölkerungsgruppen kümmern sollte und sich auch fragen sollte, wie es in 50Jahren um unser Land steht. . ""Viele Probleme der Bildung haben übrigens mit Ideologien zu tun und weniger mit Geld."" Das ist zum Teil das, was ich mit meinen zwei Sätzen sagen wollte.",59,4,0.0694728949940421,0.015503875968992246,128.33333333333334,7,0,1,19,55.0,13.98,24
41,41,41,aaaaaaaaaaaaaaaasssssssssssssdddddddddd,"""Der Vergleich eines Programmierers und eines Maurers hinkt schwer."" Das sehe ich anders. Natürlich sind die Grenzen in der Informatik wesentlich verschwommener, aber es gibt sie. . ""Aber wenn jemand etwa eine Vorlesung über Betriebssysteme hört, kann er ruhig mal ein kleines Betriebssystem schreiben. Das muss ja nichts können."" Ein interessertier Student tut dies auch bei Gelegenheit. Aber das zu kontrollieren, ist nicht Aufgabe der Universität. . ""Ich sehe zu viele Leute, die gerade bei Vorlesungen, die sich mit anwendungsnäheren Themen, wie den genannten, beschäftigen, zu viele, die Konzepte von Folien gelernt haben, ohne diese wirklich zu begreifen, und wirklich in funktionierende Systeme umsetzen zu können."" Wen wundert das? Meine persönliche Erfahrung sieht so aus, dass man irgendwann endlich wieder Ruhe und Lust findet, praktisch etwas zu machen und gefühlt eine Woche später die nächste Klausurenphase vor der Tür steht. Da gehen selbst kleinste Projekte über ein Jahr. Bachelor sei dank....",83,14,0.07268061587050928,0.008389261744966443,65.33333333333333,17,0,4,28,52.6,14.28,24
42,42,42,aaaaaaaaaaaaaaaasssssssssssssdddddddddd,"""Deshalb mache ich mir gar nicht soo große Sorgen, dass wir technologisch von China abgehängt werden. Freiheit von Forschung, Lehre und vor allem Denken (!) sind ein großer Standortvorteil."" Das Problem ist, dass in Deutschland neue Technologien dauernd totgeredet werden (Internet, erneuerbare Energien usw.), während in China vieles einfach gemacht wird. Zusätzlich wird in Deutschland das Gymnasium (die eigentlich höchste Schule) mehr und mehr demontiert. Oft gibt es ja nicht einmal mehr Leistungskurse an Schulen.",105,12,0.06911769924065007,0.007440476190476191,167.25,18,0,6,26,49.4,16.46,24
43,43,43,aaaaaaaaaaaaaaaasssssssssssssdddddddddd,"""Deutschland, Österreich und die Schweiz gehören weltweit zu den Ländern mit der höchsten Verkehrssicherheit."" (https://de.wikipedia.org/wik…) Trotzdem wird hier mir Verkehrssicherheit argumentiert. Man kann sich gerne mal andere europäische Länder angucken, kein Wunder, dass es dort trotz Tempolimit mehr Tote gibt (Tabelle im Link enthalten). Trotzdem kommt man mit ""zivilisiert"". Ginge es um die Umwelt, würde man ja wohl kaum die einzige Alternative zu Inlandsflügen demontieren, sondern die Bahn zu einer echten Alternative ausbauen.",84,6,0.06388291003013348,0.007905138339920948,62.375,13,0,2,25,74.4,9.09,24
44,44,44,aaaaaaaaaaaaaaaasssssssssssssdddddddddd,"""Die gute Nachricht zuerst: Wenn sich alle an die Regeln halten und die Zahlen sinken, ist der halbe Lockdown fast geschafft."" Haha ... ha .... hahaha. Die Innenstädte sind regelkonform vollgestopft, die Schulen sind regelkonform voll und die Schulbusse regelkonform so vollgestopft, dass viele nicht einmal einen Sitzplatz haben. Wenn der Lockdown Light (incl Haushaltsbegrenzung) unter den Bedingungen nicht verlängert wird, würde ich mich stark wundern. Bedeutet dann für die, die eh nur noch von zu Hause aus arbeiten und alleine leben, noch mehr Vereinsamung. Juhu, ich freue mich drauf! Gerade im Winter ist die Stimmung ja sowieso schon am Höhepunkt angelangt.",208,24,0.06918263791790892,0.0035536602700781805,92.86666666666666,32,0,8,59,60.8,10.56,24
45,45,45,aaaaaaaaaaaaaaaasssssssssssssdddddddddd,"""Die Schweizer haben eine drastische Reduzierung von Unfällen und Verkehrstoten durch Tempolimit erreicht. In D geht das nicht?"" Wir sind schon auf deren Niveau. (https://de.wikipedia.org/wik…) Wenn man jetzt noch Rüberziehen ohne Blick in den Rückspiegel, mit 80 auf die Autobahn eiern, Leute mit 80km/h auf einer ""unbeschränkten"" Landstraße nötigen usw. bestrafen würde...",72,10,0.07075751503006013,0.016,99.2,13,1,5,19,49.0,14.17,24
46,46,46,aaaaaaaaaaaaaaaasssssssssssssdddddddddd,"""Diese Art der Zuwanderung können wir uns ganz einfach auf die Dauer gar nicht leisten. Finanziell (mind. 50. Milliarden/Jahr und jährlich kommt eine Großtstadt dazu)."" . Nee, da kommt keine Großstadt dazu. Bei uns liegt dank einer alternden Gesellschaft die Sterberate deutlich über der Geburtenrate (https://www.laenderdaten.inf…). Da wo ich aufgewachsen bin, haben Flüchtlinge (die bis zur Vollendung des 18. Lebensjahrs eine Ausbildung brauchen, um nicht abgeschoben zu werden) teilweise mehrere Ausbuldungsangebote, weil es einfach an Nachwuchs fehlt. Oder anders: Ohne Migration würde wir momentan aussterben. . ""Und kulturell auch nicht, weil es überwiegend Menschen mit muslimischen Glauben sind."" . Ich bin getauft. Auswirkungen auf mein Leben: 0 Ich kenne einen Moslem, der gerne Currywurst isst, gehört hier schließlich dazu. Einen anderen habe ich mal gefragt, wie es denn sein kann, dass er Alkohol trinkt. Antwort: ""Allah sieht auch nicht alles"". . ""Und wer glaubt das muslimischen Männer in der Mehrheit integriert werden können, ist ein Realitätsverweigerer erster Klasse."" . Was ist denn Integration für Sie? Brav&deutsch auf der Couch sitzen, Bier trinken, RTL gucken und gegen die da oben pöbeln? Oder doch eher sich ernähren und sich an unsere Gesetze halten? Relativ betrachtet sieht man in der Kriminalitätsstatistik keinen großen Unterschied zwischen jungen Deutschen und jungen Flüchtlingen.",60,10,0.06301907751126955,0.01015228426395939,97.75,10,0,2,18,60.2,14.08,24
47,47,47,aaaaaaaaaaaaaaaasssssssssssssdddddddddd,"""Dieser ""Maulkorbzwang"" hat aber eben auch einen psychologischen Effekt. Durch die Maske wird man permanent daran erinnert, dass wir mit einer Pandemie leben und deshalb sind viele automatisch vorsichtiger."" Hier im Forum liest man von Maskenbefürwortern, dass sie lieber Maske tragen, als Abstand zu halten. Damit ist zum psychologischen Effekt wohl genug gesagt...",180,16,0.06454157839217806,0.007731958762886598,76.66666666666667,43,0,15,53,66.75,11.11,24
48,48,48,aaaaaaaaaaaaaaaasssssssssssssdddddddddd,"""Eigentlich ist das ein sehr geräumiger Rückfall in vorindustrielle Zeiten, als die Küche der einzige Wohnraum der Familie war."" Sehe ich anders. Es gibt doch nicht ätzenderes, als nicht nur kochen zu müssen, sondern zum Kartoffelnschälen auch noch eine Wand abgeschieden vom Geschehen anstarren zu müssen. Ist doch fast wie früher in der Schule, wenn man mal ein wenig auf dem Flur nachdenken soll. Auch wenn man Besuch hat, muss immer einer in die Küche rennen und wird aus dem Geschehen gerissen.",55,5,0.07887281664509108,0.027522935779816515,108.33333333333331,11,0,4,14,57.7,12.29,24
49,49,49,aaaaaaaaaaaaaaaasssssssssssssdddddddddd,"""Ein Hohn, im Namen der freien Wissenschaft Leute reden zu lassen, die in ihrem Wirken gerade den Grundkonsens dieser Freiheit beschneiden wollen."" Kritik an Einwanderungs- und Sozialpolitik sehe ich in der von Ihnen zitierten Formulierung nicht allls Einschränkung irgendeiner Freiheit. Ich sehe Lucke im Gegensatz zu Höcke auch nicht pauschal gegen Menschen mit ""falscher"" Herkunft hetzen und Lucke sollte (wenn er doch ein Hetzer wäre) ein kritisches Publikum im Hörsaal vorfinden. Allerdings sehe ich mich Freiheit beschneiden, wenn ich Lucke seine Professur verbieten will. Damit würde ich genau die Werte verletzen, die mir wichtig sind. Das ist ähnlich absurd wie Menschen hinzurichten, weil man nicht töten darf.",74,13,0.061160515784793236,0.007692307692307694,73.42857142857143,16,0,2,24,58.25,13.97,24
50,50,50,aaaaaaaaaaaaaaaasssssssssssssdddddddddd,"""Ein Kettenfitnessstudio, gut besucht, alle Cardiogeräte am Fenster besetzt, davor und drinnen im Eingang Gruppen von jungen bis mittelalten Leuten dicht beisammen. Keine Maske weit und breit, es wird drinnen schwer geatmet und draußen gelacht und gerufen."" Ich bringe mich ohne Maske im Gym schon weit ans Limit, aber mit Maske trainieren? Da kann ich es auch lassen! Ein Ausdauersportler sieht das vielleicht anders.",95,10,0.06788523031717225,0.013136288998357963,100.66666666666669,15,0,4,23,55.9,13.05,24
51,51,51,aaaaaaaaaaaaaaaasssssssssssssdddddddddd,"""Es besteht keine ""Gefährdung"" der Allgemeinheit. In Deutschland besteht seit 2003 durchgehend Herdenimmunität mit durchschnittlich nur 1000 Erkrankten im Jahr. "" Mit Herdenimmunität zu argumentieren, wenn es darum geht, warum Impfungen unwichtig sind, ist dezent paradox. . ""Die meisten Erkrankten sind ungeimpft. Jeder kann sich oder seine Kinder freiwillig impfen lassen und sich dann praktisch nicht mehr anstecken."" ""Die meisten aus medizinischen Gründen nicht impfbaren Personen können jedoch innerhalb eines Jahres geimpft werden, z.B. Kleinkinder, Schwangere oder Leukämiepatienten. Auch viele HIV-Infizierte können geimpft werden."" Hmm, ""die meisten"", ""auch viele"" Das klingt irgendwie nicht mehr so sicher! . ""Zweitens überstehen Kinder ab dem 3. Lebensjahr eine Erkrankung fast immer ohne Schäden."" Rechnerisch ist die Gefahr, Impfschäden davonzutragen, immer noch geringer, als sich mit Masern zu infizieren UND Langzeitschäden davonzutragen.",93,8,0.07332740006965137,0.008305647840531562,149.75,18,0,6,24,49.85,18.37,24
52,52,52,aaaaaaaaaaaaaaaasssssssssssssdddddddddd,"""Es gibt genügend Jugendliche, welche aufgrund von Faulheit keine guten Noten haben. Das ist natürlich nicht der einzige Grund"" Gibt es bei beiden Geschlechtern, logisch. . ""Und natürlich fällt auf, dass mehr Mädchen gut in der Schule sind."" Auf Gebieten, auf denen Männer dominieren, wird an der Stelle üblicherweise gefordert, Frauen mehr zu fördern bzw. Diskriminierung gerufen. . ""Und gute Noten aufgrund von ""schönen Collegeheftern"" etc. zu vergeben halte ich auch für Schwachsinn"" Das würde ich an der Stelle nicht 100% wörtlich nehmen, sondern eher auf verschiede Arbeits- und Lernmethoden beziehen. . ""Das wird aber zumindest in den höheren Klassen gar nicht gefordert. Spätestens da liegt es oft an dem jeweiligen Schüler. "" Bitte erzählen Sie das meinen ehemaligen Oberstufenlehrerinnen (also zwei von denen). . ""Was ich allerdings nicht nachvollziehen kann ist, weshalb trotzdem viele männlichen Schüler da schlechter abschneiden"" Ich kann nur wiederholen, dass ich (und männliche Mitschüler) tendenziell mit männlichen Lehrkräften und deren Methoden besser klar kamen als unsere Mitschülerinnen. Zum Beispiel haben Lehrerinnen oft wesentlich detailierter ihren Unterricht geplant als Lehrer und dementsprechend auch weniger Freiraum gelassen. Man könnte sagen, dass Lehrer etwas chaotischer waren und dementsprechend auch besser mit Chaos umgehen konnten. Hauptsache das Ergebnis passt.",132,23,0.065638281889863,0.0044004400440044,112.75,22,0,5,44,50.15,16.95,24
53,53,53,aaaaaaaaaaaaaaaasssssssssssssdddddddddd,"""Es hatte einen älteren Rechner; sonst nichts."" Da haben Sie direkt einen Punkt erwischt, der zum Beispiel auf meinen Studiengang an meiner Uni nicht übertragbar ist. Während zum Beispiel bei meinem Bruder eine Zettelweirtschaft gut funktioniert, ist das in meinem Studiengang absolut unüblich bis unmöglich. Da ist der Laptop dann wirklich das Hauptwerkzeug, weswegen ein 300€ Aldi-Laptop, der eher für Mutti auf der Couch gedacht ist, quasi unbrauchbar. Und nein, dabei geht es nicht um Gaming-Geräte (schon allein wegen des Gewichts). Das geht so weit, dass viele Studenten mehrere Geräte haben, die unterschiedlich Schwächen und Stärken haben, auch, um Ausfälle im falschen Moment kompensieren zu können und weil ein Bildschirm als ""Schreibtisch"" nicht ausreicht.",127,13,0.06981555596844413,0.005599104143337066,148.0,23,0,6,42,38.4,18.95,24
54,54,54,aaaaaaaaaaaaaaaasssssssssssssdddddddddd,"""Findet euch damit ab. Ihr seid einfach mal noch viel weniger als eine Minderheit. Nur eine kleine mittlerweile immer mehr von der Gesellschaft isolierte und verachtete Gruppe!"" Also soll ich jetzt alle, die die Verteilung der Maßnahmenlast alles andere als lustig finden, aber solche Veranstaltungen für ein unnötiges Risiko halten, davon überzeugen, zu solchen Veranstaltungen zu gehen, damit die in Ihren Augen keine Befürworter der Maßnahmen in ihrer jetzigen Form sind?",51,0,0.0713445130920859,0.012944983818770229,102.33333333333331,8,0,3,13,61.4,16.4,24
55,55,55,aaaaaaaaaaaaaaaasssssssssssssdddddddddd,"""Freuen Sie sich, dass Sie gesund sind und es auch bleiben, wenn Sie die Kontakte weiter auf Sparflamme halten."" Nun, einen Freund hat die Maßnahmensituation auf die stationäre psychatrische gebracht. Soll der sich auch freuen, gesund zu sein, weil er nur noch gearbeitet und geschlafen hat? Ich würde ihm ungern folgen.",60,6,0.06409349759928537,0.017412935323383085,79.6,11,0,2,15,54.7,16.67,24
56,56,56,aaaaaaaaaaaaaaaasssssssssssssdddddddddd,"""Fridays for Future und Amazon-Prime-Kunde sind ein Widerspruch in sich."" Stimmt. Wenn ich mir jedes Mal n Auto leihe, um mir beim nächsten größeren Getränkemarkt ein paar Kartons Dosengetranke zu kaufen, ist das sicher viel besser, als mir einfach ab und zu mal nen Karton liefern zu lassen. Und ja, die Cola (oder was auch immer), die ich mir Nachmittags gerne mal gönne, schmeckt aus einer Glasflasche oder einer Dose besser als aus der billigen PET-Lidlflasche.",63,9,0.06177370030581041,0.013761467889908258,108.25,15,0,5,18,47.7,16.61,24
57,57,57,aaaaaaaaaaaaaaaasssssssssssssdddddddddd,"""Für alle Betroffenen eine extrem belastende Situation, vielleicht schlimmer als Maske tragen .... ?"" Hmmm, definitiv unter erschwerten Bedingungen zur Schule gehen, wohl über Monate bis Jahre (die in Q2 nur Monate), sowas nimmt man nicht so schnell zurück, da Weihnachtsmärkte wichtiger sind, oder eventuell zwei Wochen in Quarantäne sitzen, aber die restliche Zeit halbwegs normal Unterricht machen. Ich weiß auch nicht!",69,11,0.06872756177881045,0.008350730688935281,79.0,19,0,5,17,49.4,14.26,24
58,58,58,aaaaaaaaaaaaaaaasssssssssssssdddddddddd,"""Gut, so einfach geht die Ungleichung nicht aber im Prinzip sehe ich diesen Punkt auch kritisch."" Natürlich ist das etwas komplexer, aber so wissenschaftlich muss es ja nicht werden. . ""Da mag auch die leichte Verfügbarkeit von Pornographie über das Internet ein ursächlich Faktor sein. Umgekehrt jedoch auch Symptom für eine Beziehungsarmut, die viele weitere Gründe hat."" Ich sehe da einen relativ starken Zusammenhang. Warum soll man sich ""eine klären"" und anschließend eventuell auch noch Verbindlichkeiten einer Beziehung auf sich nehmen, wenn der reale Sex kaum noch reizt und Lust auf Knopfdruck befriedigt werden kann? Das gleiche Problem sehe ich auch bei nicht-sexuellen Beziehungen. Wozu rausgehen und Leute treffen, wenn man auch über Social-Media und Spiele den Sozial-Trieb befriedigen kann? Ich gebe an dieser Stelle zu bedenken, dass bei sexuellen Beziehungen und Freundschaften ähnliche Areale im Gehirn angesprochen werden. Ich sehe daher einen starken Zusammenhang zwischen Sozialleben und Sexualität. . >>>Gegen Pornographie wird m.E. aber weniger mittels dieser beziehungstechnischen Verluste argumentiert als über Begriffe wie ""Frühsexualisierung"", ""Übersexualisierung"", ""Verrohung"", ""Objektifizierung von Frauen[...]<<< Ja, das ist leider häufig so. IMHO ziemlicher Schwachsinn. Ich sehe keinen Grund, Pornkonsum zu verurteilen, damit schadet man höchstens sich selbst.",132,10,0.06957292887817146,0.0049261083743842365,202.25,38,0,18,37,58.85,14.22,24
