,total words per comment,frequency of large words per comment,Simpson,Sichel,Average sentence length per comment,Frequency of used punctuation per comment,Frequency of repeated occurrence of whitespace per comment,Number of grammar mistakes per comment,Uppercase word usage per comment,Ease reading for the content,Gunning Fog value for the content
302,75,11,0.06255424919119387,0.018115942028985508,275.5,16,0,2,17,19.65,29.4
303,73,5,0.06255219206680585,0.022916666666666665,67.71428571428571,17,0,3,22,70.15,10.19
304,66,6,0.06413264043553576,0.02,149.33333333333334,16,1,6,17,41.3,18.53
305,60,7,0.06724320074687369,0.019801980198019802,134.0,11,1,1,19,43.0,18.0
306,98,16,0.06901053977515749,0.005997001499250375,82.5,14,0,0,31,62.4,14.31
307,89,18,0.06999105431309902,0.004792332268370607,77.375,12,0,1,31,57.75,14.33
308,64,14,0.06429677760568167,0.007766990291262136,128.0,16,1,2,22,29.65,19.65
309,109,15,0.0662484346694873,0.007112375533428165,116.33333333333333,18,2,3,29,56.7,14.98
310,65,7,0.06472026463397097,0.02689486552567237,81.0,11,2,5,19,67.95,11.39
311,90,15,0.06387505485908371,0.010802469135802469,128.8,19,0,1,27,45.0,18.31
312,80,14,0.06739713774597494,0.014285714285714285,111.2,12,1,3,20,48.85,16.0
313,50,6,0.06436167144203221,0.015479876160990712,80.0,8,1,1,15,62.2,13.0
314,62,17,0.06026518059713082,0.02074688796680498,95.6,10,1,2,19,44.95,16.03
315,51,8,0.06506752430726165,0.008174386920980926,121.66666666666667,9,2,2,17,40.15,17.0
316,109,14,0.06932430272368043,0.010899182561307902,103.85714285714286,17,2,2,26,52.9,17.53
317,74,12,0.07013226452905812,0.006,99.2,16,0,6,19,60.1,14.06
318,57,13,0.06753266650616122,0.014018691588785047,84.6,13,3,4,17,31.45,19.89
319,87,7,0.06698497580850524,0.0053475935828877,111.4,11,0,0,22,63.15,11.56
320,87,10,0.06540053918736759,0.012131715771230503,191.66666666666666,21,0,1,19,45.7,20.34
321,68,9,0.06458981150907905,0.010940919037199124,75.33333333333333,11,1,1,22,57.55,13.93
322,92,9,0.0714210834643727,0.008771929824561403,141.75,14,0,3,20,55.7,16.63
323,75,4,0.06728666696910585,0.019148936170212766,57.875,12,0,1,24,71.25,9.67
324,50,13,0.05763000852514919,0.0076726342710997444,97.0,11,0,3,19,20.95,22.86
325,54,4,0.0627546457318891,0.014367816091954023,68.8,13,0,0,18,63.9,14.69
326,83,11,0.0675822006655011,0.0050335570469798654,118.0,14,2,2,21,42.2,15.07
327,88,11,0.06781170255362128,0.010362694300518135,115.0,16,5,6,21,52.7,17.44
328,93,11,0.05759169067397006,0.0,61.09090909090909,44,2,13,43,58.55,11.86
329,59,4,0.06198011767092716,0.008064516129032258,61.166666666666664,14,0,0,17,74.6,11.5
330,91,8,0.07261485001788542,0.011784511784511785,84.0,13,2,2,24,61.7,12.23
331,100,20,0.0651267787635722,0.0070126227208976155,141.8,14,4,6,30,43.0,18.4
332,67,10,0.059492036160137755,0.007905138339920948,71.14285714285714,11,3,1,20,49.6,14.91
333,51,10,0.06552391927145852,0.00847457627118644,70.0,8,0,0,13,58.65,14.28
334,89,12,0.06846421685706887,0.011864406779661017,83.42857142857143,9,0,2,28,62.0,12.27
335,131,17,0.06710284218504776,0.0071174377224199285,69.33333333333333,19,5,5,46,63.8,12.3
336,55,9,0.05965062388591799,0.005333333333333333,74.2,11,0,0,17,63.7,12.4
337,105,15,0.06591056574833343,0.010854816824966078,91.25,15,0,2,28,50.1,15.26
338,59,8,0.06681465038845727,0.018823529411764704,104.75,12,2,1,20,33.5,21.29
339,62,8,0.07026366334904838,0.014457831325301205,103.0,9,0,0,21,53.35,13.3
340,56,9,0.06749719860259706,0.015384615384615385,96.75,9,1,1,16,60.7,14.17
341,150,21,0.07312057872167746,0.008884501480750246,77.0,23,0,0,41,57.35,15.0
342,54,8,0.06350089126559715,0.013333333333333334,124.33333333333333,5,0,0,16,45.0,19.05
343,79,7,0.07267740266565932,0.008097165991902834,69.71428571428571,11,0,0,22,63.4,11.1
344,77,5,0.06977629857764972,0.012195121951219513,81.0,12,1,0,18,65.15,12.39
345,117,23,0.06465217995001388,0.007211538461538462,103.125,16,0,2,35,48.5,16.14
346,89,16,0.0631540666376369,0.00927357032457496,63.7,16,1,1,23,53.1,13.85
347,102,10,0.07322186606601402,0.007352941176470588,84.0,17,2,4,27,54.55,15.32
348,70,7,0.07047055925104707,0.019955654101995565,89.4,9,2,4,20,60.7,14.17
349,115,21,0.06440919189114135,0.008413461538461538,63.07692307692308,22,1,4,40,53.4,13.58
350,76,12,0.06429734303713569,0.012544802867383513,92.16666666666667,11,2,5,21,38.8,15.67
351,52,4,0.06639786353877572,0.011799410029498525,67.0,9,1,2,14,58.65,12.71
352,92,5,0.07153778720107644,0.011049723756906077,59.44444444444444,14,0,0,24,82.05,9.3
353,50,4,0.06947895254267586,0.020895522388059702,83.0,7,0,1,14,62.2,10.6
354,58,5,0.06422629916239168,0.008064516129032258,73.6,8,0,0,21,68.95,9.47
355,103,12,0.0708328470495291,0.01347305389221557,82.625,13,0,3,36,62.1,11.77
356,72,7,0.06944403924886464,0.011013215859030838,112.75,13,1,4,18,57.2,15.57
357,50,2,0.07530762098087862,0.028268551236749116,93.66666666666667,10,1,3,12,75.95,8.97
358,73,15,0.06168644466516809,0.015444015444015444,85.5,11,1,2,18,56.65,15.29
359,50,6,0.06903757283504118,0.03481012658227848,104.66666666666667,6,1,1,15,58.0,13.88
360,51,4,0.06742769267167445,0.009404388714733543,79.0,8,0,1,15,73.6,11.39
361,83,19,0.06628796819352437,0.009708737864077669,60.9,16,0,0,29,54.7,13.44
362,70,16,0.06028877986518287,0.009107468123861567,109.0,15,3,3,25,37.3,19.31
363,52,2,0.06380995002610576,0.018292682926829267,81.25,9,0,1,16,67.55,12.12
364,90,11,0.06420262504131614,0.0065252854812398045,75.5,17,2,0,27,59.7,13.56
365,69,10,0.07052293309962022,0.006122448979591836,162.66666666666666,8,0,0,18,45.85,18.48
366,122,19,0.06463842795925723,0.008083140877598153,85.7,25,0,2,35,50.9,15.09
367,69,11,0.05970699654698448,0.010224948875255624,80.66666666666667,8,0,0,20,57.35,15.61
368,63,10,0.06965219048765561,0.013422818791946308,111.0,8,0,1,17,47.2,16.48
369,120,13,0.0686117686517586,0.0038071065989847717,77.8,14,2,3,43,61.5,12.34
370,55,5,0.06476545842217482,0.017857142857142856,83.25,8,1,2,16,72.6,10.61
371,53,7,0.06783710934654331,0.008086253369272238,185.0,7,0,0,15,36.5,18.9
372,68,20,0.06354152640724285,0.005366726296958855,139.0,6,0,0,23,28.45,19.74
373,55,10,0.0669298245614035,0.01,99.25,12,0,1,17,55.05,15.7
374,51,8,0.07184378350922738,0.01856763925729443,93.5,10,1,3,20,44.35,16.88
375,50,6,0.0651730790230408,0.015060240963855422,165.5,8,0,3,13,39.5,15.36
376,56,9,0.06968773800456968,0.017326732673267328,134.0,7,4,5,13,38.85,17.5
377,103,9,0.06691256011573501,0.005891016200294551,84.0,19,1,3,27,67.65,10.99
378,68,10,0.06570793449167535,0.02127659574468085,77.5,10,0,0,23,57.55,13.93
379,52,2,0.06490008371856004,0.012048192771084338,82.25,11,0,0,13,67.55,11.35
380,52,8,0.06914893617021274,0.02127659574468085,81.5,8,0,1,16,61.9,12.18
381,60,7,0.0693729075457121,0.014164305949008499,58.0,8,0,1,19,70.75,10.02
382,65,4,0.0703225906848633,0.025069637883008356,71.0,10,2,3,15,85.3,9.5
383,56,3,0.06951776976564511,0.0113314447592068,69.8,6,1,1,23,63.5,8.77
384,118,12,0.06773455377574371,0.011842105263157895,107.71428571428571,16,1,1,28,63.65,12.52
385,60,7,0.06296904457823997,0.0024630541871921183,66.83333333333333,11,0,1,14,62.7,10.8
386,68,10,0.06525434074241016,0.012987012987012988,114.75,8,0,0,18,57.7,13.86
387,68,11,0.06495618918526407,0.01098901098901099,75.0,9,0,0,17,63.4,13.34
388,58,15,0.05940134507909444,0.010869565217391304,75.83333333333333,12,0,0,26,33.85,13.61
389,82,10,0.06385013172016785,0.014414414414414415,78.42857142857143,16,0,3,23,57.55,12.62
390,53,9,0.06047151685101523,0.01272264631043257,64.66666666666667,12,1,1,19,46.55,12.54
391,53,7,0.06727330273777496,0.016853932584269662,70.2,7,1,0,14,61.4,12.87
392,57,7,0.07257720773433564,0.015228426395939087,97.5,9,1,0,15,49.85,14.62
393,61,13,0.05900036574160801,0.010548523206751054,94.0,19,2,2,29,39.1,20.62
394,67,9,0.06204732013520038,0.011441647597254004,86.6,8,0,0,22,67.15,11.93
395,139,20,0.06850626944270438,0.010298661174047374,87.27272727272727,19,1,1,41,60.8,13.62
396,52,5,0.07036009146288248,0.0058997050147492625,84.0,5,0,0,18,61.7,16.74
397,60,9,0.06572328101016213,0.01182033096926714,105.0,14,0,3,16,48.5,16.83
398,54,6,0.06937969437969439,0.017045454545454544,57.666666666666664,9,2,4,16,64.3,11.85
399,107,19,0.06478112984324164,0.0,72.6,21,2,4,32,51.3,14.2
400,59,9,0.06433581883457609,0.007042253521126761,84.4,10,0,2,15,57.05,11.5
401,61,13,0.06500569385170445,0.009216589861751152,107.75,12,0,2,20,47.7,12.68
402,71,12,0.06545837251231444,0.016597510373443983,79.5,11,0,1,24,54.65,13.57
403,95,12,0.05995660607514948,0.009478672985781991,78.25,15,1,1,32,62.9,10.25
404,131,18,0.05696351395054833,0.004424778761061947,81.27272727272727,36,1,5,40,58.4,13.29
405,70,13,0.06234729952045925,0.011214953271028037,133.0,9,2,3,22,33.8,19.0
406,119,16,0.06797040021262608,0.009456264775413711,83.7,30,0,7,36,49.9,15.07
407,56,7,0.07117112341981818,0.015424164524421594,96.25,13,1,2,17,45.0,16.09
408,106,9,0.07118065020262045,0.012048192771084338,331.5,18,1,2,31,27.55,27.24
409,82,17,0.06367727681859096,0.01485148514851485,120.4,15,0,2,20,41.15,17.4
410,80,13,0.0660578673194,0.010619469026548672,112.2,11,1,2,19,47.0,15.4
411,58,8,0.06783556306409144,0.013774104683195593,90.0,7,3,3,18,61.25,15.31
412,64,8,0.06776215870550753,0.016706443914081145,69.0,11,0,3,20,61.9,13.25
413,77,11,0.068289467425061,0.009208103130755065,107.8,14,0,1,19,47.8,15.03
414,65,7,0.06493178662811376,0.01674641148325359,82.8,12,0,0,17,73.4,9.51
415,58,5,0.0627249357326478,0.015384615384615385,96.75,12,1,3,14,60.4,14.84
416,84,10,0.07401819874552339,0.009208103130755065,76.71428571428571,17,1,2,23,66.75,11.79
417,93,11,0.06070791603786528,0.010135135135135136,83.71428571428571,24,2,9,27,56.55,14.22
418,78,9,0.07069882519271553,0.010245901639344262,96.8,12,1,1,19,59.1,13.42
419,61,3,0.066017316017316,0.02077922077922078,76.2,13,1,1,20,68.35,8.81
420,56,5,0.06431133281114729,0.020942408376963352,94.75,8,1,1,21,54.85,12.74
421,100,23,0.061513726379012396,0.007978723404255319,67.36363636363636,20,4,5,33,51.9,14.44
422,70,17,0.06350424617133923,0.007532956685499058,105.4,10,0,1,24,45.5,19.0
423,90,7,0.0687317194787505,0.010452961672473868,94.83333333333333,12,0,2,23,60.0,12.7
424,79,18,0.06911146275903929,0.004934210526315789,120.8,12,0,1,22,35.5,18.98
425,81,16,0.06686682466615013,0.013490725126475547,64.77777777777777,18,3,3,23,49.7,13.82
426,79,17,0.06982338988004902,0.005025125628140704,98.66666666666667,13,0,0,21,41.35,17.46
427,103,14,0.07057815703348845,0.007204610951008645,98.28571428571429,19,1,4,33,60.3,13.68
428,70,7,0.07094631875683433,0.0022371364653243847,63.0,10,1,1,23,70.55,10.86
429,77,8,0.06924415435053735,0.007722007722007722,85.33333333333333,10,1,0,29,53.45,12.91
430,61,10,0.06246927699360962,0.013422818791946308,111.0,12,0,1,20,53.85,15.33
431,50,10,0.06364847273938182,0.024725274725274724,120.66666666666667,9,2,2,13,46.3,17.08
432,56,6,0.06690722545865578,0.010752688172043012,73.4,9,1,0,17,60.7,12.03
433,99,8,0.06822733916329977,0.0109717868338558,105.33333333333333,13,1,2,29,55.3,14.77
434,92,6,0.07264113699170943,0.013422818791946308,98.5,14,0,0,33,65.25,10.9
435,50,4,0.06638078572390056,0.009287925696594427,63.8,9,0,1,17,64.9,8.82
436,57,9,0.06528606528606527,0.009828009828009828,80.6,12,1,1,14,54.55,14.14
437,57,13,0.06478827806106624,0.012437810945273632,133.33333333333334,11,0,0,19,44.0,20.23
438,77,13,0.06644435948628633,0.005639097744360902,105.6,10,1,1,24,53.45,16.03
439,99,16,0.07128737819368236,0.007363770250368188,96.14285714285714,15,1,4,29,54.95,15.46
440,69,10,0.06440454620326143,0.01282051282051282,116.25,12,2,4,21,57.4,15.04
441,151,26,0.06884805911837696,0.00631768953068592,72.86666666666666,20,1,0,59,52.2,12.53
442,96,16,0.06664807967420962,0.010574018126888218,72.66666666666667,23,3,4,32,51.0,14.8
443,76,12,0.0687342182849243,0.013133208255159476,87.83333333333333,8,1,0,28,41.95,16.61
444,110,19,0.06323297298907056,0.00975609756097561,101.625,23,2,5,37,43.35,17.52
445,107,20,0.0708708216342508,0.007255139056831923,91.0,13,3,3,38,45.25,16.35
446,99,14,0.06646712511749861,0.00860832137733142,98.71428571428571,13,3,4,30,54.75,13.72
447,55,7,0.06727874963791387,0.007518796992481203,99.0,9,0,2,18,50.55,16.05
448,76,10,0.0643470829022536,0.019342359767891684,72.85714285714286,9,2,1,27,56.15,12.45
449,54,4,0.07057602490918524,0.0121580547112462,109.0,8,2,3,13,62.55,12.39
450,61,12,0.06677848949128118,0.009478672985781991,104.75,9,0,0,15,53.55,15.3
451,71,14,0.06941544885177452,0.010416666666666666,79.0,11,3,3,17,54.85,15.31
452,155,21,0.06949720248709747,0.003883495145631068,72.64285714285714,22,1,5,46,57.85,12.45
453,105,18,0.06305974604943677,0.011583011583011582,69.72727272727273,22,0,2,40,52.5,13.34
454,79,12,0.06374630660344946,0.005555555555555556,76.28571428571429,13,0,2,28,57.55,14.65
455,52,7,0.06578652942492727,0.021341463414634148,108.66666666666667,10,1,3,17,63.25,13.84
456,75,16,0.061090621054976604,0.012302284710017574,93.83333333333333,15,1,0,26,42.15,18.27
457,50,3,0.07304669440591771,0.019417475728155338,76.5,8,0,0,14,68.05,11.4
458,205,25,0.0694447572924879,0.0029282576866764276,79.41176470588235,30,0,3,60,62.7,12.25
459,205,25,0.0694447572924879,0.0029282576866764276,79.41176470588235,30,0,3,60,62.7,12.25
460,58,11,0.06540560281859585,0.006944444444444444,71.16666666666667,9,0,0,19,53.3,13.54
461,98,18,0.06351993081803203,0.01227830832196453,103.85714285714286,16,1,4,29,44.85,16.35
462,81,13,0.06546205671705177,0.016129032258064516,92.16666666666667,14,0,1,24,49.7,14.32
463,53,6,0.06934001670843773,0.02040816326530612,67.8,9,0,0,15,64.1,14.81
464,118,20,0.06501225741950505,0.004678362573099415,105.875,20,3,6,35,35.0,17.75
465,69,9,0.06294812670414382,0.01639344262295082,60.125,17,0,4,24,64.8,13.24
466,111,12,0.06666721479282889,0.0014326647564469914,98.85714285714286,19,0,1,32,64.85,13.55
467,53,7,0.06932673401586548,0.01744186046511628,114.0,8,0,0,13,54.05,16.64
468,55,8,0.06798204890126895,0.022222222222222223,179.5,8,1,2,17,53.05,18.27
469,56,3,0.07151666815622487,0.011940298507462687,167.0,9,2,2,16,46.7,14.77
470,55,16,0.06069539489788317,0.01152073732718894,71.5,8,1,1,16,42.3,17.67
471,59,9,0.06535459789616559,0.007125890736342043,83.4,11,1,1,16,62.9,11.5
472,59,8,0.06576094811388929,0.022058823529411766,57.42857142857143,16,0,3,23,64.9,12.73
473,82,9,0.06724384746588695,0.009746588693957114,56.111111111111114,18,1,2,27,70.25,9.49
474,54,11,0.06453892493049121,0.009615384615384616,82.4,6,0,0,17,46.35,15.43
475,56,7,0.07157515600787369,0.010554089709762533,125.66666666666667,9,0,0,16,56.0,14.62
476,59,7,0.0675994398447289,0.009900990099009901,80.0,7,0,0,17,57.05,12.18
477,54,5,0.06600916244311524,0.011019283746556474,90.0,8,0,1,14,61.4,12.11
478,96,7,0.06745831090522562,0.008237232289950576,49.666666666666664,21,1,2,25,74.5,12.34
479,63,8,0.060774343191043315,0.01650943396226415,84.0,11,2,2,20,62.1,15.2
480,104,19,0.061903305324144904,0.005361930294906166,123.5,22,0,1,29,45.8,15.42
481,74,10,0.06453050428382497,0.00946969696969697,104.8,13,0,2,16,48.6,16.32
482,50,5,0.06462750175325027,0.011976047904191617,82.75,14,1,3,11,56.85,13.13
483,53,9,0.06238571012111415,0.017994858611825194,63.833333333333336,13,3,5,17,52.6,12.62
484,50,10,0.0679972404110335,0.014742014742014743,80.6,9,0,0,15,38.8,20.2
485,58,6,0.06887000610299984,0.0111731843575419,50.285714285714285,12,3,3,19,76.7,10.09
486,51,5,0.06631277384563532,0.020289855072463767,85.5,11,0,1,16,61.9,13.75
487,65,8,0.06259865458975583,0.006896551724137931,61.285714285714285,15,0,2,20,69.75,11.09
488,71,8,0.0643407962639562,0.01327433628318584,89.6,15,0,4,26,66.35,11.88
489,88,18,0.05847430431394123,0.007564296520423601,109.16666666666667,16,2,1,30,39.55,16.59
490,52,12,0.0633376840273392,0.010582010582010581,125.33333333333333,7,0,0,12,51.55,16.92
491,85,11,0.06708152224897591,0.01060070671378092,93.5,14,0,0,25,60.5,12.27
492,51,13,0.057221660162836634,0.014705882352941176,80.8,13,0,0,19,41.1,16.63
493,64,7,0.06684741167499789,0.004914004914004914,67.0,11,1,1,18,64.0,9.91
494,68,12,0.06209914452864563,0.017316017316017316,76.0,12,1,0,25,55.25,16.03
495,132,15,0.06843748226346559,0.0035714285714285713,92.44444444444444,22,0,3,42,52.45,14.8
496,86,7,0.0664299114590905,0.0055762081784386614,66.25,14,1,0,28,68.25,10.5
497,116,15,0.0689499820816055,0.009138381201044387,94.875,18,0,2,30,60.4,13.44
498,50,2,0.07318809318377913,0.009836065573770493,60.2,8,1,2,15,70.75,10.45
499,52,8,0.06501135281623087,0.008108108108108109,122.66666666666667,12,1,2,18,51.85,15.43
500,95,19,0.07097074983769276,0.007374631268436578,95.85714285714286,15,3,2,23,47.2,13.9
501,53,11,0.06223941601848181,0.013054830287206266,127.0,19,0,9,20,10.25,20.46
502,53,10,0.06520250216885073,0.008264462809917356,89.75,12,1,0,14,51.15,16.14
503,50,10,0.0657070202524748,0.013736263736263736,72.0,11,0,2,17,44.65,18.6
504,51,12,0.05784461152882204,0.02,99.25,20,0,3,23,41.1,15.84
505,84,13,0.06680695301586179,0.017152658662092625,96.33333333333333,12,1,1,26,54.85,15.12
506,50,5,0.06878807594487489,0.009404388714733543,105.66666666666667,11,2,4,12,55.55,14.8
507,52,13,0.06159692698864024,0.010443864229765013,94.75,10,1,0,16,45.7,17.69
508,52,6,0.06313610488183542,0.02346041055718475,67.4,10,0,1,17,64.3,12.62
509,54,9,0.06077961911021392,0.0335195530726257,70.8,10,1,2,19,61.2,14.29
510,51,7,0.06965220067713142,0.013850415512465374,59.166666666666664,12,2,6,17,58.65,11.92
511,97,17,0.06429155318629634,0.009735744089012517,102.0,21,4,8,26,41.15,17.65
512,80,19,0.06617252396166132,0.011182108626198083,155.75,15,1,3,20,31.3,21.0
513,128,16,0.07140664005660201,0.008083140877598153,107.375,27,3,5,32,58.7,13.28
514,79,10,0.06556645851917929,0.011278195488721804,65.625,19,1,5,23,57.55,12.62
515,51,6,0.06513847111295508,0.01929260450160772,103.0,9,0,1,12,69.7,11.48
516,61,8,0.06393527107812821,0.015873015873015872,72.5,15,2,3,22,45.35,12.86
517,81,12,0.0650818857488549,0.014778325123152709,66.77777777777777,20,4,8,30,43.65,15.28
518,118,20,0.06732704218197447,0.008264462809917356,120.14285714285714,12,0,0,34,46.1,17.95
519,62,14,0.06513919684651392,0.004434589800443459,89.4,10,0,0,19,50.6,15.28
520,166,29,0.0656411663323333,0.005766062602965404,100.25,38,0,2,45,42.15,16.91
521,54,8,0.0601242607979639,0.0273224043715847,72.4,14,0,4,17,63.9,9.51
522,91,13,0.0697797261139579,0.006279434850863423,126.6,10,2,2,22,44.8,18.27
523,62,12,0.06819457525853621,0.015250544662309368,114.0,10,0,1,18,30.6,21.18
524,66,14,0.0644124280472616,0.010245901639344262,243.5,13,0,1,13,30.5,22.85
525,74,14,0.06246340160743357,0.007168458781362007,138.75,12,0,6,20,38.65,18.75
526,137,31,0.06998653877374318,0.004595588235294118,216.8,18,0,15,35,23.9,23.22
527,81,16,0.07148900169204736,0.005067567567567568,147.5,10,0,6,21,30.15,22.16
528,113,7,0.07767662774589354,0.003067484662576687,92.28571428571429,14,0,6,22,73.45,11.06
529,63,13,0.07498260264439806,0.0125,159.33333333333334,8,0,4,17,25.15,20.58
530,76,13,0.06804578389163078,0.009345794392523364,133.0,13,0,9,21,49.85,16.55
531,76,13,0.06801078091637788,0.009345794392523364,133.0,13,0,9,22,49.85,16.55
532,184,28,0.06955127243387779,0.0067064083457526085,148.33333333333334,41,0,23,50,36.7,20.52
533,50,5,0.07001557632398754,0.024922118380062305,106.33333333333333,5,0,2,14,63.85,12.28
534,92,16,0.0660337082822883,0.0030441400304414,163.5,12,0,8,28,34.15,20.94
535,61,16,0.0714086859688196,0.015590200445434299,149.0,10,0,6,14,42.7,17.96
536,82,9,0.07311861814583238,0.013539651837524178,128.5,7,0,6,20,60.05,13.57
537,157,25,0.06901966841725878,0.006481481481481481,153.57142857142858,20,0,14,42,31.6,21.48
538,68,11,0.07223277381380147,0.004132231404958678,241.5,8,0,4,15,29.0,21.84
539,62,7,0.05990517419088848,0.013605442176870748,146.33333333333334,5,0,2,21,48.15,17.31
540,166,23,0.07332883578143261,0.007380073800738007,179.83333333333334,10,0,4,46,52.85,17.59
541,104,18,0.06608788282290277,0.010652463382157125,187.0,13,0,5,34,31.35,20.81
542,72,15,0.07885265700483093,0.006944444444444444,287.5,7,1,5,22,3.6,26.07
543,76,9,0.06034401593336954,0.015209125475285171,74.42857142857143,21,0,10,28,62.0,11.92
544,93,14,0.06583813921814817,0.004373177842565598,136.4,16,0,8,22,44.4,15.61
545,102,13,0.06887043283007172,0.010719754977029096,129.8,10,0,5,23,60.15,14.83
546,51,5,0.06270978305362258,0.014285714285714285,69.2,12,0,6,19,56.05,11.39
547,71,9,0.06846819995694865,0.01016260162601626,122.25,10,0,7,19,51.05,15.57
548,55,12,0.0672036533452664,0.011961722488038277,103.75,10,0,4,15,49.2,18.61
